Dates,LBUSTRUU_CUMULATIVE_TOT_RETURN_GROSS_DVDS,SPX_CUMULATIVE_TOT_RETURN_GROSS_DVDS
12/31/2009,-1.5631,1.9313
1/1/2010,-1.5631,1.9313
1/4/2010,-1.4315,3.571
1/5/2010,-0.9969,3.8948
1/6/2010,-1.0864,3.997
1/7/2010,-1.1375,4.4197
1/8/2010,-1.0487,4.7197
1/11/2010,-1.0046,4.9026
1/12/2010,-0.6103,3.9185
1/13/2010,-0.834,4.7941
1/14/2010,-0.5732,5.0503
1/15/2010,-0.3592,3.9174
1/18/2010,-0.3592,3.9174
1/19/2010,-0.4735,5.2163
1/20/2010,-0.2984,4.1171
1/21/2010,-0.0901,2.1473
1/22/2010,-0.1131,-0.1143
1/25/2010,-0.2269,0.3471
1/26/2010,-0.2435,-0.0738
1/27/2010,-0.2889,0.4173
1/28/2010,-0.3036,-0.7601
1/29/2010,-0.0594,-1.7353
2/1/2010,-0.2173,-0.3334
2/2/2010,-0.1035,0.96
2/3/2010,-0.2889,0.4412
2/4/2010,0.03,-2.684
2/5/2010,0.2365,-2.4016
2/8/2010,0.0703,-3.2349
2/9/2010,-0.1169,-1.9697
2/10/2010,-0.3547,-2.1637
2/11/2010,-0.4397,-1.2032
2/12/2010,-0.2799,-1.4538
2/15/2010,-0.2799,-1.4538
2/16/2010,-0.1336,0.3338
2/17/2010,-0.4071,0.7762
2/18/2010,-0.5879,1.4476
2/19/2010,-0.5509,1.6849
2/22/2010,-0.4716,1.5811
2/23/2010,-0.0748,0.3517
2/24/2010,-0.1022,1.3461
2/25/2010,0.0748,1.1607
2/26/2010,0.3138,1.3066
3/1/2010,0.2972,2.3385
3/2/2010,0.3687,2.577
3/3/2010,0.3847,2.6366
3/4/2010,0.4486,3.0225
3/5/2010,0.2288,4.4695
3/8/2010,0.2198,4.4702
3/9/2010,0.3342,4.654
3/10/2010,0.2965,5.1408
3/11/2010,0.3246,5.6008
3/12/2010,0.3611,5.5789
3/15/2010,0.4231,5.6287
3/16/2010,0.6295,6.4517
3/17/2010,0.6927,7.0731
3/18/2010,0.5943,7.04
3/19/2010,0.5445,6.4955
3/22/2010,0.6192,7.041
3/23/2010,0.6327,7.8213
3/24/2010,0.1208,7.2299
3/25/2010,-0.1125,7.0471
3/26/2010,0.0824,7.1265
3/29/2010,0.1042,7.7545
3/30/2010,0.0556,7.7717
3/31/2010,0.1904,7.4201
4/1/2010,0.053,8.2205
4/2/2010,-0.3055,8.2205
4/5/2010,-0.4972,9.0824
4/6/2010,-0.3572,9.2662
4/7/2010,0.1189,8.6719
4/8/2010,0.0339,9.0424
4/9/2010,0.1003,9.7717
4/12/2010,0.402,9.9676
4/13/2010,0.5355,10.0511
4/14/2010,0.3828,11.2798
4/15/2010,0.4825,11.3736
4/16/2010,0.8161,9.5775
4/19/2010,0.6403,10.0743
4/20/2010,0.655,10.9627
4/21/2010,0.8883,10.8509
4/22/2010,0.7343,11.1067
4/23/2010,0.5803,11.8981
4/26/2010,0.6295,11.4181
4/27/2010,1.0717,8.8135
4/28/2010,0.7515,9.537
4/29/2010,0.9925,10.9625
4/30/2010,1.2334,9.1152
5/3/2010,1.0436,10.5477
5/4/2010,1.3714,7.9128
5/5/2010,1.5734,7.2406
5/6/2010,2.0431,3.7844
5/7/2010,1.6865,2.1968
5/10/2010,1.466,6.6937
5/11/2010,1.434,6.353
5/12/2010,1.4194,7.8504
5/13/2010,1.5274,6.5478
5/14/2010,1.9958,4.545
5/17/2010,1.9159,4.6808
5/18/2010,2.2137,3.2126
5/19/2010,2.1683,2.6935
5/20/2010,2.4508,-1.2998
5/21/2010,2.5697,0.184
5/24/2010,2.3862,-1.1075
5/25/2010,2.4891,-1.0719
5/26/2010,2.2929,-1.6129
5/27/2010,1.8948,1.6573
5/28/2010,2.0853,0.4026
5/31/2010,2.0853,0.4026
6/1/2010,2.1281,-1.3165
6/2/2010,2.0066,1.2492
6/3/2010,1.93,1.6641
6/4/2010,2.6035,-1.831
6/7/2010,2.6144,-3.1546
6/8/2010,2.6668,-2.0774
6/9/2010,2.6131,-2.6533
6/10/2010,2.0993,0.2201
6/11/2010,2.532,0.6949
6/14/2010,2.3933,0.5156
6/15/2010,2.3013,2.8779
6/16/2010,2.4284,2.8231
6/17/2010,2.8138,2.9688
6/18/2010,2.7416,3.1047
6/21/2010,2.7889,2.7079
6/22/2010,3.0592,1.0713
6/23/2010,3.2221,0.7723
6/24/2010,3.125,-0.921
6/25/2010,3.2062,-0.6368
6/28/2010,3.5327,-0.8206
6/29/2010,3.6765,-3.8932
6/30/2010,3.6861,-4.854
7/1/2010,3.7442,-5.1571
7/2/2010,3.5973,-5.596
7/5/2010,3.5973,-5.596
7/6/2010,3.8542,-5.0901
7/7/2010,3.72,-2.0699
7/8/2010,3.6548,-1.1453
7/9/2010,3.5775,-0.4322
7/12/2010,3.6618,-0.3567
7/13/2010,3.4988,1.1841
7/14/2010,3.803,1.1698
7/15/2010,4.0683,1.2908
7/16/2010,4.2203,-1.6255
7/19/2010,4.1258,-1.0354
7/20/2010,4.244,0.0962
7/21/2010,4.4664,-1.1726
7/22/2010,4.3744,1.0553
7/23/2010,4.2293,1.8871
7/26/2010,4.3021,3.029
7/27/2010,4.2056,2.9209
7/28/2010,4.4018,2.2148
7/29/2010,4.4498,1.8054
7/30/2010,4.7929,1.8119
8/2/2010,4.5948,4.055
8/3/2010,4.8594,3.5572
8/4/2010,4.7118,4.2196
8/5/2010,4.83,4.0924
8/6/2010,5.0869,3.7176
8/9/2010,5.0645,4.2884
8/10/2010,5.1623,3.6685
8/11/2010,5.3994,0.7975
8/12/2010,5.209,0.2696
8/13/2010,5.3962,-0.1304
8/16/2010,5.8078,-0.113
8/17/2010,5.5783,1.1336
8/18/2010,5.5656,1.2975
8/19/2010,5.8263,-0.4163
8/20/2010,5.6544,-0.7808
8/23/2010,5.7279,-1.18
8/24/2010,6.0238,-2.6126
8/25/2010,5.9145,-2.2814
8/26/2010,6.0966,-3.0299
8/27/2010,5.5349,-1.3952
8/30/2010,5.9196,-2.8268
8/31/2010,6.1407,-2.7846
9/1/2010,5.7956,0.0942
9/2/2010,5.6748,1.0111
9/3/2010,5.4652,2.3496
9/6/2010,5.4652,2.3496
9/7/2010,5.8864,1.1813
9/8/2010,5.694,1.8557
9/9/2010,5.2665,2.3485
9/10/2010,5.1847,2.8484
9/13/2010,5.4799,4.0299
9/14/2010,5.7592,3.9562
9/15/2010,5.5343,4.3267
9/16/2010,5.4122,4.3052
9/17/2010,5.4326,4.3918
9/20/2010,5.5892,5.9826
9/21/2010,6.004,5.7125
9/22/2010,6.0896,5.2156
9/23/2010,6.0308,4.339
9/24/2010,5.8244,6.5506
9/27/2010,6.2021,5.9478
9/28/2010,6.3887,6.481
9/29/2010,6.2321,6.2179
9/30/2010,6.2538,5.8909
10/1/2010,6.2602,6.3612
10/4/2010,6.4398,5.5133
10/5/2010,6.4775,7.7146
10/6/2010,6.7951,7.6963
10/7/2010,6.8699,7.5196
10/8/2010,6.9383,8.1783
10/11/2010,6.9383,8.1941
10/12/2010,6.8654,8.6073
10/13/2010,6.9121,9.3924
10/14/2010,6.6494,8.994
10/15/2010,6.3478,9.215
10/18/2010,6.6801,10.0077
10/19/2010,6.8124,8.2611
10/20/2010,6.8801,9.4165
10/21/2010,6.7197,9.6176
10/22/2010,6.6667,9.8786
10/25/2010,6.7025,10.1152
10/26/2010,6.4257,10.1171
10/27/2010,6.2117,9.8353
10/28/2010,6.4085,9.9682
10/29/2010,6.6322,9.9198
11/1/2010,6.6347,10.0248
11/2/2010,6.8437,10.8782
11/3/2010,6.7568,11.3061
11/4/2010,7.1817,13.472
11/5/2010,6.9351,13.924
11/8/2010,6.8609,13.6979
11/9/2010,6.4353,12.8189
11/10/2010,6.5037,13.3352
11/11/2010,6.5037,12.8544
11/12/2010,6.0883,11.5275
11/15/2010,5.5726,11.3985
11/16/2010,5.795,9.6236
11/17/2010,5.8129,9.6654
11/18/2010,5.7368,11.351
11/19/2010,5.8289,11.6393
11/22/2010,6.1037,11.4688
11/23/2010,6.2602,9.8812
11/24/2010,5.6416,11.5263
11/25/2010,5.6416,11.5263
11/26/2010,5.8237,10.72
11/29/2010,5.9758,10.5986
11/30/2010,6.0193,9.9331
12/1/2010,5.3329,12.326
12/2/2010,5.216,13.7675
12/3/2010,5.2997,14.0693
12/6/2010,5.6953,13.9252
12/7/2010,4.8211,13.9858
12/8/2010,4.538,14.4365
12/9/2010,4.6198,14.886
12/10/2010,4.4044,15.5764
12/13/2010,4.5699,15.6002
12/14/2010,3.9021,15.7074
12/15/2010,3.6362,15.1168
12/16/2010,3.7724,15.8327
12/17/2010,4.4881,15.9304
12/20/2010,4.421,16.2286
12/21/2010,4.5431,16.9462
12/22/2010,4.4741,17.3586
12/23/2010,4.2753,17.174
12/24/2010,4.2753,17.174
12/27/2010,4.4504,17.2462
12/28/2010,3.9206,17.3374
12/29/2010,4.6166,17.4768
12/30/2010,4.5156,17.3026
12/31/2010,4.876,17.2807
1/3/2011,4.7872,18.6123
1/4/2011,4.8019,18.4587
1/5/2011,4.2191,19.0666
1/6/2011,4.4728,18.8593
1/7/2011,4.8926,18.6402
1/10/2011,4.993,18.4769
1/11/2011,4.8767,18.9182
1/12/2011,4.8524,20.0026
1/13/2011,5.1131,19.7973
1/14/2011,5.0083,20.6855
1/17/2011,5.0083,20.6855
1/18/2011,4.9054,20.8544
1/19/2011,5.0505,19.6483
1/20/2011,4.561,19.4936
1/21/2011,4.7495,19.7847
1/24/2011,4.8121,20.4838
1/25/2011,5.1585,20.519
1/26/2011,4.7437,21.0318
1/27/2011,4.9776,21.3096
1/28/2011,5.163,19.147
1/31/2011,4.9981,20.06
2/1/2011,4.7604,22.0646
2/2/2011,4.5475,21.7544
2/3/2011,4.3315,22.058
2/4/2011,3.9296,22.4118
2/7/2011,4.0037,23.1774
2/8/2011,3.6388,23.7313
2/9/2011,3.9513,23.4012
2/10/2011,3.6458,23.5045
2/11/2011,3.9289,24.2022
2/14/2011,4.1251,24.5236
2/15/2011,4.1954,24.1357
2/16/2011,4.1616,24.9342
2/17/2011,4.4217,25.3296
2/18/2011,4.368,25.5713
2/21/2011,4.368,25.5713
2/22/2011,4.8658,22.9963
2/23/2011,4.814,22.2495
2/24/2011,4.9974,22.1571
2/25/2011,5.0952,23.4781
2/28/2011,5.2607,24.1721
3/1/2011,5.3099,22.2178
3/2/2011,5.0754,22.4355
3/3/2011,4.6012,24.5487
3/4/2011,5.0383,23.6302
3/7/2011,5.0511,22.6033
3/8/2011,4.8505,23.7203
3/9/2011,5.1783,23.5711
3/10/2011,5.5068,21.2386
3/11/2011,5.4895,22.1342
3/14/2011,5.7298,21.3998
3/15/2011,5.7381,20.0404
3/16/2011,6.1509,17.7043
3/17/2011,5.9528,19.2837
3/18/2011,5.9087,19.7987
3/21/2011,5.71,21.5949
3/22/2011,5.6314,21.1782
3/23/2011,5.6084,21.5326
3/24/2011,5.4512,22.6678
3/25/2011,5.2722,23.0555
3/28/2011,5.2729,22.7174
3/29/2011,5.0869,23.6094
3/30/2011,5.2799,24.4499
3/31/2011,5.3189,24.2222
4/1/2011,5.3099,24.8396
4/4/2011,5.4294,24.8983
4/5/2011,5.1866,24.8771
4/6/2011,4.9994,25.2017
4/7/2011,5.0339,25.0163
4/8/2011,5.0019,24.5158
4/11/2011,5.0454,24.1704
4/12/2011,5.3783,23.2059
4/13/2011,5.5509,23.2414
4/14/2011,5.4697,23.2537
4/15/2011,5.8672,23.7375
4/18/2011,6.0698,22.3757
4/19/2011,6.1433,23.0802
4/20/2011,5.9944,24.747
4/21/2011,5.9854,25.4091
4/22/2011,5.9854,25.4091
4/25/2011,6.197,25.2093
4/26/2011,6.4187,26.3336
4/27/2011,6.2583,27.145
4/28/2011,6.5382,27.6061
4/29/2011,6.6558,27.9
5/2/2011,6.705,27.6758
5/3/2011,6.8424,27.2448
5/4/2011,6.9581,26.3951
5/5/2011,7.2022,25.2544
5/6/2011,7.2629,25.7478
5/9/2011,7.3645,26.3216
5/10/2011,7.1306,27.343
5/11/2011,7.3198,25.9973
5/12/2011,7.1485,26.6286
5/13/2011,7.3185,25.6115
5/16/2011,7.5332,24.8404
5/17/2011,7.6834,24.8261
5/18/2011,7.4438,25.9473
5/19/2011,7.461,26.2321
5/20/2011,7.5415,25.2619
5/23/2011,7.6195,23.7699
5/24/2011,7.663,23.6687
5/25/2011,7.64,24.0709
5/26/2011,7.9633,24.5914
5/27/2011,7.9211,25.1245
5/30/2011,7.9211,25.1245
5/31/2011,8.0477,26.4519
6/1/2011,8.4171,23.5842
6/2/2011,8.0892,23.4399
6/3/2011,8.2349,22.2439
6/6/2011,8.2055,20.9311
6/7/2011,8.2451,20.8201
6/8/2011,8.4733,20.3414
6/9/2011,8.2503,21.2292
6/10/2011,8.3442,19.5365
6/13/2011,8.2713,19.6563
6/14/2011,7.8457,21.172
6/15/2011,8.3429,19.062
6/16/2011,8.4496,19.2916
6/17/2011,8.3404,19.6553
6/20/2011,8.3097,20.3018
6/21/2011,8.2771,21.9302
6/22/2011,8.3429,21.147
6/23/2011,8.6388,20.8044
6/24/2011,8.6944,19.3879
6/27/2011,8.3921,20.4844
6/28/2011,7.9505,22.0704
6/29/2011,7.824,23.0976
6/30/2011,7.7313,24.3439
7/1/2011,7.5984,26.1519
7/4/2011,7.5984,26.1519
7/5/2011,7.9179,25.9876
7/6/2011,8.0573,26.1615
7/7/2011,7.808,27.4864
7/8/2011,8.4509,26.5989
7/11/2011,8.7666,24.3111
7/12/2011,8.8043,23.7606
7/13/2011,8.9334,24.1567
7/14/2011,8.7238,23.3248
7/15/2011,8.7922,24.0098
7/18/2011,8.7187,23.0065
7/19/2011,8.8491,25.0126
7/20/2011,8.7053,24.9465
7/21/2011,8.4873,26.6493
7/22/2011,8.7302,26.7672
7/25/2011,8.5455,26.0527
7/26/2011,8.7851,25.5357
7/27/2011,8.626,22.9919
7/28/2011,8.7935,22.6055
7/29/2011,9.4408,21.8146
8/1/2011,9.7284,21.3113
8/2/2011,10.2396,18.2112
8/3/2011,10.3042,18.8464
8/4/2011,10.8116,13.168
8/5/2011,10.2122,13.1043
8/8/2011,10.6998,5.5838
8/9/2011,11.2577,10.5917
8/10/2011,11.5919,5.754
8/11/2011,10.7848,10.6686
8/12/2011,11.2097,11.2526
8/15/2011,10.9688,13.6848
8/16/2011,11.257,12.5977
8/17/2011,11.4603,12.7365
8/18/2011,11.6763,7.7167
8/19/2011,11.6053,6.1
8/22/2011,11.4749,6.1274
8/23/2011,11.1235,9.7672
8/24/2011,10.5752,11.2222
8/25/2011,10.7598,9.4933
8/26/2011,10.9682,11.1655
8/29/2011,10.6953,14.3244
8/30/2011,11.1669,14.6186
8/31/2011,11.0397,15.1964
9/1/2011,11.4008,13.8385
9/2/2011,11.8929,10.9655
9/5/2011,11.8929,10.9655
9/6/2011,11.9101,10.1428
9/7/2011,11.6884,13.3249
9/8/2011,11.8283,12.1257
9/9/2011,12.0955,9.1331
9/12/2011,11.9229,9.9008
9/13/2011,11.6801,10.9419
9/14/2011,11.689,12.4378
9/15/2011,11.4679,14.3907
9/16/2011,11.5229,15.0455
9/19/2011,12.036,13.9187
9/20/2011,11.9581,13.7331
9/21/2011,12.3249,10.3941
9/22/2011,12.8553,6.875
9/23/2011,12.2821,7.5391
9/26/2011,11.8354,10.0487
9/27/2011,11.4168,11.2261
9/28/2011,11.5133,8.9517
9/29/2011,11.7069,9.8412
9/30/2011,11.8475,7.0985
10/3/2011,12.3671,4.057
10/4/2011,12.1364,6.4111
10/5/2011,11.6986,8.3671
10/6/2011,11.4539,10.3611
10/7/2011,11.1567,9.463
10/10/2011,11.1567,13.1985
10/11/2011,11.0065,13.262
10/12/2011,10.8269,14.3887
10/13/2011,11.1669,14.0584
10/14/2011,10.9618,16.0408
10/17/2011,11.296,13.7969
10/18/2011,11.3043,16.1205
10/19/2011,11.381,14.6692
10/20/2011,11.3363,15.1949
10/21/2011,11.2826,17.3645
10/24/2011,11.1778,18.8775
10/25/2011,11.744,16.4937
10/26/2011,11.482,17.7223
10/27/2011,10.9611,21.7659
10/28/2011,11.4487,21.8165
10/31/2011,11.9677,18.8035
11/1/2011,12.5473,15.4843
11/2/2011,12.5026,17.3546
11/3/2011,12.277,19.583
11/4/2011,12.3843,18.8326
11/7/2011,12.5275,19.5898
11/8/2011,12.206,21.0654
11/9/2011,12.4508,16.6352
11/10/2011,12.1083,17.6561
11/11/2011,12.1083,19.95
11/14/2011,12.1754,18.8183
11/15/2011,12.0456,19.412
11/16/2011,12.169,17.4619
11/17/2011,12.3064,15.4909
11/18/2011,12.1204,15.4529
11/21/2011,12.2137,13.3054
11/22/2011,12.2482,12.8459
11/23/2011,12.376,10.3564
11/24/2011,12.376,10.3564
11/25/2011,12.0003,10.0774
11/28/2011,12.1607,13.3113
11/29/2011,12.0571,13.6025
11/30/2011,11.8705,18.5398
12/1/2011,11.6846,18.3173
12/2/2011,12.0929,18.2938
12/5/2011,12.2054,19.5161
12/6/2011,12.0667,19.6502
12/7/2011,12.4169,19.9263
12/8/2011,12.6355,17.393
12/9/2011,12.2667,19.3755
12/12/2011,12.454,17.6009
12/13/2011,12.6259,16.6019
12/14/2011,12.8502,15.2912
12/15/2011,12.7556,15.6724
12/16/2011,12.9755,16.0472
12/19/2011,13.1212,14.6871
12/20/2011,12.7435,18.1268
12/21/2011,12.5307,18.3588
12/22/2011,12.6042,19.3668
12/23/2011,12.2661,20.4463
12/26/2011,12.2661,20.4463
12/27/2011,12.4188,20.4577
12/28/2011,12.8969,18.9818
12/29/2011,12.9691,20.2592
12/30/2011,13.1001,19.7501
1/2/2012,13.1001,19.7501
1/3/2012,12.8419,21.6056
1/4/2012,12.7735,21.6542
1/5/2012,12.7678,22.0127
1/6/2012,12.9429,21.7492
1/9/2012,13.0234,22.0271
1/10/2012,13.0272,23.1131
1/11/2012,13.2899,23.1639
1/12/2012,13.2445,23.4547
1/13/2012,13.5583,22.8439
1/16/2012,13.5583,22.8439
1/17/2012,13.6164,23.2803
1/18/2012,13.4107,24.6699
1/19/2012,13.1825,25.2888
1/20/2012,12.9927,25.3757
1/23/2012,12.909,25.4366
1/24/2012,12.9263,25.3124
1/25/2012,13.171,26.3999
1/26/2012,13.5532,25.6794
1/27/2012,13.6771,25.4858
1/30/2012,13.9194,25.173
1/31/2012,14.0932,25.1164
2/1/2012,13.9315,26.2565
2/2/2012,14.0203,26.4046
2/3/2012,13.6043,28.2666
2/6/2012,13.8951,28.2147
2/7/2012,13.6829,28.4766
2/8/2012,13.7219,28.8006
2/9/2012,13.5461,28.9915
2/10/2012,13.8171,28.1058
2/13/2012,13.7749,29.0053
2/14/2012,14.0465,28.9049
2/15/2012,14.0088,28.255
2/16/2012,13.658,29.6877
2/17/2012,13.6439,29.9962
2/20/2012,13.6439,29.9962
2/21/2012,13.5417,30.0929
2/22/2012,13.7551,29.6636
2/23/2012,13.8407,30.2424
2/24/2012,13.8861,30.4772
2/27/2012,14.1437,30.6663
2/28/2012,14.1577,31.1262
2/29/2012,14.067,30.5267
3/1/2012,13.8689,31.3391
3/2/2012,14.1034,30.9181
3/5/2012,13.9922,30.419
3/6/2012,14.1775,28.4182
3/7/2012,14.0133,29.3414
3/8/2012,13.9021,30.6237
3/9/2012,13.8401,31.0981
3/12/2012,13.9047,31.1271
3/13/2012,13.6094,33.5512
3/14/2012,12.9614,33.3955
3/15/2012,13.0509,34.1937
3/16/2012,13.0553,34.3443
3/19/2012,12.7454,34.8791
3/20/2012,12.7601,34.4761
3/21/2012,13.1212,34.2299
3/22/2012,13.1557,33.2641
3/23/2012,13.302,33.6774
3/26/2012,13.3244,35.5336
3/27/2012,13.5698,35.1663
3/28/2012,13.5519,34.5305
3/29/2012,13.6855,34.3175
3/30/2012,13.442,34.815
4/2/2012,13.5423,35.8351
4/3/2012,13.1608,35.3257
4/4/2012,13.3097,33.9484
4/5/2012,13.5366,33.9116
4/6/2012,14.0734,33.9116
4/9/2012,14.1475,32.394
4/10/2012,14.3188,30.1332
4/11/2012,14.1456,31.1223
4/12/2012,14.1104,32.9305
4/13/2012,14.3577,31.2745
4/16/2012,14.4677,31.2084
4/17/2012,14.3322,33.2408
4/18/2012,14.4472,32.7011
4/19/2012,14.5456,31.92
4/20/2012,14.4606,32.0774
4/23/2012,14.5936,30.9697
4/24/2012,14.4875,31.4516
4/25/2012,14.4261,33.2638
4/26/2012,14.5181,34.1615
4/27/2012,14.6083,34.4877
4/30/2012,14.6996,33.968
5/1/2012,14.5469,34.7264
5/2/2012,14.7399,34.4055
5/3/2012,14.7936,33.3991
5/4/2012,14.9655,31.2484
5/7/2012,14.9738,31.2967
5/8/2012,15.1022,30.7526
5/9/2012,15.0077,29.9134
5/10/2012,14.9374,30.2799
5/11/2012,15.0652,29.8531
5/14/2012,15.2173,28.4233
5/15/2012,15.2122,27.7086
5/16/2012,15.2026,27.1898
5/17/2012,15.363,25.2883
5/18/2012,15.2921,24.3636
5/21/2012,15.2134,26.3599
5/22/2012,14.9367,26.4244
5/23/2012,15.2128,26.6435
5/24/2012,15.0422,26.8381
5/25/2012,15.0901,26.5638
5/28/2012,15.0901,26.5638
5/29/2012,15.1578,27.9865
5/30/2012,15.5924,26.1902
5/31/2012,15.7375,25.9166
6/1/2012,16.0691,22.8197
6/4/2012,15.8103,22.8358
6/5/2012,15.6729,23.5431
6/6/2012,15.3937,26.425
6/7/2012,15.432,26.4176
6/8/2012,15.4518,27.4459
6/11/2012,15.6889,25.8436
6/12/2012,15.4416,27.3119
6/13/2012,15.6736,26.4645
6/14/2012,15.6276,27.8346
6/15/2012,15.7912,29.1568
6/18/2012,15.834,29.3455
6/19/2012,15.7132,30.6177
6/20/2012,15.6768,30.4027
6/21/2012,15.8563,27.5195
6/22/2012,15.6538,28.4347
6/25/2012,15.9496,26.4011
6/26/2012,15.848,27.0047
6/27/2012,15.8928,28.1755
6/28/2012,16.0455,27.9115
6/29/2012,15.7828,31.1049
7/2/2012,16.1746,31.4351
7/3/2012,16.0014,32.2849
7/4/2012,16.0014,32.2849
7/5/2012,16.1612,31.6662
7/6/2012,16.3893,30.4708
7/9/2012,16.5695,30.2585
7/10/2012,16.721,29.2007
7/11/2012,16.7779,29.2156
7/12/2012,16.8667,28.5712
7/13/2012,16.8296,30.695
7/16/2012,17.0527,30.3925
7/17/2012,16.9447,31.3587
7/18/2012,17.1664,32.2564
7/19/2012,17.1083,32.6294
7/20/2012,17.3351,31.2981
7/23/2012,17.3818,30.1312
7/24/2012,17.4955,28.9547
7/25/2012,17.5153,28.9171
7/26/2012,17.4776,31.0528
7/27/2012,16.9779,33.5613
7/30/2012,17.2981,33.5008
7/31/2012,17.3799,32.9254
8/1/2012,17.1907,32.5443
8/2/2012,17.447,31.5777
8/3/2012,17.0488,34.0993
8/6/2012,17.1939,34.4149
8/7/2012,16.8942,35.1038
8/8/2012,16.8245,35.2299
8/9/2012,16.8098,35.3453
8/10/2012,16.9517,35.6444
8/13/2012,16.944,35.5004
8/14/2012,16.6258,35.5069
8/15/2012,16.2513,35.7101
8/16/2012,16.0973,36.6836
8/17/2012,16.2117,36.9399
8/20/2012,16.2704,36.9396
8/21/2012,16.3363,36.4634
8/22/2012,16.7587,36.5028
8/23/2012,16.96,35.403
8/24/2012,16.8731,36.2974
8/27/2012,17.0316,36.2319
8/28/2012,17.1006,36.1301
8/29/2012,17.0047,36.2776
8/30/2012,17.1658,35.2321
8/31/2012,17.4565,35.9205
9/3/2012,17.4565,35.9205
9/4/2012,17.4278,35.7649
9/5/2012,17.3837,35.654
9/6/2012,17.052,38.4459
9/7/2012,17.1447,39.0139
9/10/2012,17.0846,38.1674
9/11/2012,17.0757,38.6029
9/12/2012,16.8443,38.9287
9/13/2012,16.9964,41.2138
9/14/2012,16.6814,41.7735
9/17/2012,16.8405,41.3372
9/18/2012,16.9153,41.159
9/19/2012,17.0635,41.3287
9/20/2012,17.1185,41.2731
9/21/2012,17.2086,41.2629
9/24/2012,17.3894,40.9476
9/25/2012,17.5153,39.4832
9/26/2012,17.7083,38.7119
9/27/2012,17.5946,40.0593
9/28/2012,17.6182,39.4325
10/1/2012,17.7,39.8095
10/2/2012,17.7499,39.9402
10/3/2012,17.7454,40.4788
10/4/2012,17.5748,41.4886
10/5/2012,17.3639,41.4909
10/8/2012,17.3639,41.0019
10/9/2012,17.4629,39.6107
10/10/2012,17.585,38.7572
10/11/2012,17.7109,38.8075
10/12/2012,17.8042,38.3988
10/15/2012,17.8093,39.5173
10/16/2012,17.64,40.9501
10/17/2012,17.3684,41.5473
10/18/2012,17.3415,41.2087
10/19/2012,17.5876,38.8717
10/22/2012,17.4706,38.9356
10/23/2012,17.5409,36.9289
10/24/2012,17.5281,36.5071
10/25/2012,17.2802,36.9187
10/26/2012,17.5588,36.8191
10/29/2012,17.6713,36.8191
10/30/2012,17.6713,36.8191
10/31/2012,17.8496,36.858
11/1/2012,17.6968,38.3641
11/2/2012,17.6655,37.0684
11/5/2012,17.8451,37.3814
11/6/2012,17.5492,38.4636
11/7/2012,17.9358,35.303
11/8/2012,18.0835,33.6532
11/9/2012,18.0547,33.8847
11/12/2012,18.0547,33.9022
11/13/2012,18.0994,33.4111
11/14/2012,18.0656,31.6117
11/15/2012,18.0336,31.4111
11/16/2012,18.0681,32.0599
11/19/2012,17.9723,34.692
11/20/2012,17.8151,34.7924
11/21/2012,17.7122,35.1078
11/22/2012,17.7122,35.1078
11/23/2012,17.7115,36.8866
11/26/2012,17.8489,36.6129
11/27/2012,17.9314,35.9117
11/28/2012,17.9991,37.0203
11/29/2012,17.9863,37.6278
11/30/2012,18.0355,37.6503
12/3/2012,17.994,36.999
12/4/2012,18.1154,36.7676
12/5/2012,18.1691,37.0279
12/6/2012,18.1863,37.5176
12/7/2012,18.0164,37.9296
12/10/2012,18.1001,37.9827
12/11/2012,18.0017,38.8864
12/12/2012,17.8336,38.9753
12/13/2012,17.7518,38.1282
12/14/2012,17.8476,37.562
12/17/2012,17.6265,39.1972
12/18/2012,17.3696,40.7988
12/19/2012,17.5569,39.7351
12/20/2012,17.5812,40.5316
12/21/2012,17.7627,39.2238
12/24/2012,17.6911,38.9013
12/25/2012,17.6911,38.9013
12/26/2012,17.7607,38.2382
12/27/2012,17.9735,38.0956
12/28/2012,17.9857,36.5832
12/31/2012,17.8675,38.898
1/1/2013,17.8675,38.898
1/2/2013,17.6125,42.4533
1/3/2013,17.3907,42.1562
1/4/2013,17.3556,42.8478
1/7/2013,17.4387,42.402
1/8/2013,17.5409,41.9888
1/9/2013,17.6112,42.3681
1/10/2013,17.4591,43.4497
1/11/2013,17.553,43.4586
1/14/2013,17.6195,43.3251
1/15/2013,17.6898,43.4874
1/16/2013,17.6885,43.5329
1/17/2013,17.4693,44.344
1/18/2013,17.5971,44.8381
1/21/2013,17.5971,44.8381
1/22/2013,17.661,45.4855
1/23/2013,17.6559,45.7078
1/24/2013,17.5946,45.7136
1/25/2013,17.1498,46.507
1/28/2013,17.075,46.2402
1/29/2013,17.0137,46.994
1/30/2013,16.9517,46.4579
1/31/2013,17.0431,46.0916
2/1/2013,16.9459,47.5631
2/4/2013,17.13,45.8637
2/5/2013,16.9587,47.401
2/6/2013,17.1517,47.5001
2/7/2013,17.1996,47.2935
2/8/2013,17.1498,48.1269
2/11/2013,17.206,48.0443
2/12/2013,17.0475,48.2886
2/13/2013,16.9344,48.4447
2/14/2013,17.1357,48.5644
2/15/2013,17.0999,48.4221
2/18/2013,17.0999,48.4221
2/19/2013,17.0348,49.5347
2/20/2013,17.0584,47.686
2/21/2013,17.199,46.7885
2/22/2013,17.2501,48.0979
2/25/2013,17.553,45.3865
